Gene stable ID,Gene stable ID version,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Gene name,Mouse gene stable ID,Mouse gene name,Mouse chromosome/scaffold name,Mouse chromosome/scaffold start (bp),Mouse chromosome/scaffold end (bp),Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Mouse Whole-genome alignment coverage
ENSG00000145147,ENSG00000145147.20,20251905,20620561,4,SLIT2,ENSMUSG00000031558,Slit2,5,47983138,48307733,ortholog_one2one,1,100.00
ENSG00000207732,ENSG00000207732.1,20528275,20528384,4,MIR218-1,ENSMUSG00000065603,Mir218-1,5,48223942,48224051,ortholog_one2one,1,
ENSG00000163138,ENSG00000163138.19,20696282,20752907,4,PACRGL,ENSMUSG00000029089,5730480H06Rik,5,48327952,48414294,ortholog_one2one,1,100.00
ENSG00000185774,ENSG00000185774.16,20728606,21948772,4,KCNIP4,ENSMUSG00000029088,Kcnip4,5,48389502,49524907,ortholog_one2one,1,100.00
ENSG00000152990,ENSG00000152990.14,22345071,22516066,4,ADGRA3,ENSMUSG00000029090,Adgra3,5,49959956,50059006,ortholog_one2one,1,100.00
ENSG00000109819,ENSG00000109819.9,23755041,23904089,4,PPARGC1A,ENSMUSG00000029167,Ppargc1a,5,51454250,51567726,ortholog_one2one,1,100.00
ENSG00000109606,ENSG00000109606.13,24517441,24584554,4,DHX15,ENSMUSG00000029169,Dhx15,5,52150203,52190514,ortholog_one2one,1,100.00
ENSG00000109610,ENSG00000109610.6,24789912,24800842,4,SOD3,ENSMUSG00000072941,Sod3,5,52363791,52371418,ortholog_one2one,1,100.00
ENSG00000181982,ENSG00000181982.18,24806117,24980204,4,CCDC149,ENSMUSG00000045790,Ccdc149,5,52374651,52471521,ortholog_one2one,1,100.00
ENSG00000153012,ENSG00000153012.12,24998847,25030946,4,LGI2,ENSMUSG00000039252,Lgi2,5,52533517,52566462,ortholog_one2one,1,100.00
ENSG00000109618,ENSG00000109618.12,25120014,25160449,4,SEPSECS,ENSMUSG00000029173,Sepsecs,5,52640087,52669708,ortholog_one2one,1,100.00
ENSG00000038210,ENSG00000038210.14,25160663,25279204,4,PI4K2B,ENSMUSG00000029186,Pi4k2b,5,52741574,52769340,ortholog_one2one,1,100.00
ENSG00000168228,ENSG00000168228.15,25312774,25370383,4,ZCCHC4,ENSMUSG00000029179,Zcchc4,5,52775409,52824665,ortholog_one2one,1,100.00
ENSG00000053900,ENSG00000053900.11,25377263,25418498,4,ANAPC4,ENSMUSG00000029176,Anapc4,5,52834012,52867797,ortholog_one2one,1,100.00
ENSG00000157765,ENSG00000157765.13,25648011,25678748,4,SLC34A2,ENSMUSG00000029188,Slc34a2,5,53038081,53071664,ortholog_one2one,1,100.00
ENSG00000091490,ENSG00000091490.11,25747433,25863760,4,SEL1L3,ENSMUSG00000029189,Sel1l3,5,53107083,53213927,ortholog_one2one,1,100.00
ENSG00000250317,ENSG00000250317.8,25861830,25929874,4,SMIM20,ENSMUSG00000061461,Smim20,5,53267083,53278540,ortholog_one2one,1,100.00
ENSG00000168214,ENSG00000168214.20,26163455,26435131,4,RBPJ,ENSMUSG00000039191,Rbpj,5,53466152,53657362,ortholog_one2one,1,100.00
ENSG00000163394,ENSG00000163394.6,26481396,26490484,4,CCKAR,ENSMUSG00000029193,Cckar,5,53697776,53707705,ortholog_one2one,1,100.00
ENSG00000109680,ENSG00000109680.11,26576437,26756223,4,TBC1D19,ENSMUSG00000039178,Tbc1d19,5,53809606,53903965,ortholog_one2one,1,100.00
ENSG00000200999,ENSG00000200999.1,26702309,26702388,4,AC107390.1,ENSMUSG00000064440,Gm26224,1,161035394,161035473,ortholog_one2many,0,
ENSG00000109689,ENSG00000109689.17,26857601,27025381,4,STIM2,ENSMUSG00000039156,Stim2,5,53998499,54121057,ortholog_one2one,1,96.87
ENSG00000169851,ENSG00000169851.15,30720415,31146805,4,PCDH7,ENSMUSG00000029108,Pcdh7,5,57717967,58133230,ortholog_one2one,1,100.00
ENSG00000206665,ENSG00000206665.1,35495898,35496003,4,RNU6-573P,ENSMUSG00000065159,Gm25482,19,44945022,44945128,ortholog_one2one,0,
ENSG00000047365,ENSG00000047365.12,35948221,36244514,4,ARAP2,ENSMUSG00000037999,Arap2,5,62602445,62766159,ortholog_one2one,1,100.00
ENSG00000197057,ENSG00000197057.10,36281616,36347511,4,DTHD1,ENSMUSG00000090326,Dthd1,5,62811674,62888308,ortholog_one2one,1,100.00
ENSG00000174145,ENSG00000174145.8,37244743,37449463,4,NWD2,ENSMUSG00000090061,Nwd2,5,63649102,63810546,ortholog_one2one,1,100.00
ENSG00000154274,ENSG00000154274.15,37453925,37623495,4,C4orf19,ENSMUSG00000060512,0610040J01Rik,5,63812363,63899625,ortholog_one2one,1,100.00
ENSG00000181826,ENSG00000181826.10,37590800,37686376,4,RELL1,ENSMUSG00000047881,Rell1,5,63908897,63968897,ortholog_one2one,1,100.00
ENSG00000169299,ENSG00000169299.14,37826660,37862937,4,PGM2,ENSMUSG00000029171,Pgm2,5,64092950,64128351,ortholog_one2one,1,100.00
ENSG00000065882,ENSG00000065882.16,37891084,38139175,4,TBC1D1,ENSMUSG00000029174,Tbc1d1,5,64156305,64351486,ortholog_one2one,1,100.00
ENSG00000250254,ENSG00000250254.2,37960398,37961128,4,PTTG2,ENSMUSG00000020415,Pttg1,11,43420250,43426251,ortholog_one2many,0,0.00
ENSG00000109787,ENSG00000109787.13,38664197,38701517,4,KLF3,ENSMUSG00000029178,Klf3,5,64803388,64832901,ortholog_one2one,1,100.00
ENSG00000174125,ENSG00000174125.8,38790677,38856817,4,TLR1,ENSMUSG00000044827,Tlr1,5,64924679,64933563,ortholog_one2one,1,100.00
ENSG00000174130,ENSG00000174130.12,38823715,38856817,4,TLR6,ENSMUSG00000051498,Tlr6,5,64952031,64960097,ortholog_one2one,1,100.00
ENSG00000197712,ENSG00000197712.12,38867677,38945739,4,FAM114A1,ENSMUSG00000029185,Fam114a1,5,64970071,65041886,ortholog_one2one,1,100.00
ENSG00000121895,ENSG00000121895.8,38966744,39032922,4,TMEM156,ENSMUSG00000037913,Tmem156,5,65054346,65092132,ortholog_one2one,1,100.00
ENSG00000109790,ENSG00000109790.16,39045039,39126857,4,KLHL5,ENSMUSG00000054920,Klhl5,5,65107539,65168188,ortholog_one2one,1,100.00
ENSG00000157796,ENSG00000157796.18,39182504,39285810,4,WDR19,ENSMUSG00000037890,Wdr19,5,65199696,65260415,ortholog_one2one,1,100.00
ENSG00000035928,ENSG00000035928.16,39287456,39366375,4,RFC1,ENSMUSG00000029191,Rfc1,5,65261850,65335670,ortholog_one2one,1,100.00
ENSG00000134962,ENSG00000134962.7,39406930,39451533,4,KLB,ENSMUSG00000029195,Klb,5,65348314,65384007,ortholog_one2one,1,100.00
ENSG00000163682,ENSG00000163682.17,39452587,39458931,4,RPL9,ENSMUSG00000081906,Rpl9-ps1,11,83645046,83645621,ortholog_one2one,0,0.00
ENSG00000121897,ENSG00000121897.15,39459004,39485109,4,LIAS,ENSMUSG00000029199,Lias,5,65391497,65410693,ortholog_one2one,1,100.00
ENSG00000109814,ENSG00000109814.12,39498755,39528311,4,UGDH,ENSMUSG00000029201,Ugdh,5,65413221,65435949,ortholog_one2one,1,100.00
ENSG00000163683,ENSG00000163683.12,39546336,39638902,4,SMIM14,ENSMUSG00000037822,Smim14,5,65446844,65537184,ortholog_one2one,1,100.00
ENSG00000078140,ENSG00000078140.14,39698109,39782792,4,UBE2K,ENSMUSG00000029203,Ube2k,5,65537233,65598988,ortholog_one2one,1,100.00
ENSG00000121892,ENSG00000121892.15,39822863,39977956,4,PDS5A,ENSMUSG00000029202,Pds5a,5,65605721,65698273,ortholog_one2one,1,100.00
ENSG00000078177,ENSG00000078177.14,40056850,40158252,4,N4BP2,ENSMUSG00000037795,N4bp2,5,65763521,65830108,ortholog_one2one,1,100.00
ENSG00000168421,ENSG00000168421.13,40191053,40246967,4,RHOH,ENSMUSG00000029204,Rhoh,5,65861213,65896700,ortholog_one2one,1,100.00
ENSG00000174343,ENSG00000174343.6,40335333,40355217,4,CHRNA9,ENSMUSG00000029205,Chrna9,5,65934921,65977326,ortholog_one2one,1,100.00
ENSG00000163694,ENSG00000163694.15,40423267,40630875,4,RBM47,ENSMUSG00000070780,Rbm47,5,66016549,66173118,ortholog_one2one,1,100.00
ENSG00000179299,ENSG00000179299.17,40749925,40811184,4,NSUN7,ENSMUSG00000029206,Nsun7,5,66259897,66298026,ortholog_one2one,1,100.00
ENSG00000163697,ENSG00000163697.17,40810027,41216714,4,APBB2,ENSMUSG00000029207,Apbb2,5,66298703,66618784,ortholog_one2one,1,100.00
ENSG00000207198,ENSG00000207198.1,41113942,41114045,4,RNU6-1195P,ENSMUSG00000088085,Gm25343,5,117976454,117976560,ortholog_one2one,0,
ENSG00000154277,ENSG00000154277.13,41256413,41268455,4,UCHL1,ENSMUSG00000029223,Uchl1,5,66676091,66687234,ortholog_one2one,1,100.00
ENSG00000064042,ENSG00000064042.18,41359607,41700044,4,LIMCH1,ENSMUSG00000037736,Limch1,5,66745827,67057158,ortholog_one2one,1,99.99
ENSG00000109132,ENSG00000109132.7,41744082,41748725,4,PHOX2B,ENSMUSG00000012520,Phox2b,5,67094399,67099301,ortholog_one2one,1,100.00
ENSG00000200338,ENSG00000200338.1,41771945,41772103,4,RNU1-49P,ENSMUSG00000088051,Gm26150,8,36406094,36406244,ortholog_one2one,0,
ENSG00000109133,ENSG00000109133.13,41935129,41960803,4,TMEM33,ENSMUSG00000037720,Tmem33,5,67260565,67291461,ortholog_one2one,1,100.00
ENSG00000014824,ENSG00000014824.14,41990502,42090461,4,SLC30A9,ENSMUSG00000029221,Slc30a9,5,67306955,67358443,ortholog_one2one,1,100.00
ENSG00000188848,ENSG00000188848.16,42110853,42152878,4,BEND4,ENSMUSG00000092060,Bend4,5,67392147,67428310,ortholog_one2one,1,100.00
ENSG00000178343,ENSG00000178343.5,42397488,42402487,4,SHISA3,ENSMUSG00000050010,Shisa3,5,67607882,67623552,ortholog_one2one,1,100.00
ENSG00000124406,ENSG00000124406.16,42408373,42657105,4,ATP8A1,ENSMUSG00000037685,Atp8a1,5,67618140,67847434,ortholog_one2one,1,100.00
ENSG00000252595,ENSG00000252595.1,42892396,42892618,4,RN7SKP82,ENSMUSG00000088395,Gm26313,4,143340399,143340706,ortholog_one2many,0,
ENSG00000215203,ENSG00000215203.2,42893267,43030658,4,GRXCR1,ENSMUSG00000068082,Grxcr1,5,68031835,68166398,ortholog_one2one,1,100.00
ENSG00000183783,ENSG00000183783.7,44173903,44448809,4,KCTD8,ENSMUSG00000037653,Kctd8,5,69109285,69341679,ortholog_one2one,1,100.00
ENSG00000177752,ENSG00000177752.14,44622065,44678556,4,YIPF7,ENSMUSG00000029158,Yipf7,5,69516671,69542648,ortholog_one2one,1,100.00
ENSG00000151806,ENSG00000151806.14,44678420,44700928,4,GUF1,ENSMUSG00000029208,Guf1,5,69556923,69575973,ortholog_one2one,1,100.00
ENSG00000163281,ENSG00000163281.12,44682200,44726588,4,GNPDA2,ENSMUSG00000029209,Gnpda2,5,69573108,69592340,ortholog_one2one,1,100.00
ENSG00000163285,ENSG00000163285.8,46035769,46124054,4,GABRG1,ENSMUSG00000001260,Gabrg1,5,70751047,70842617,ortholog_one2one,1,100.00
ENSG00000151834,ENSG00000151834.16,46243548,46475230,4,GABRA2,ENSMUSG00000000560,Gabra2,5,70957597,71095849,ortholog_one2one,1,100.00
ENSG00000170516,ENSG00000170516.17,46734827,46909245,4,COX7B2,ENSMUSG00000049387,Cox7b2,5,71442824,71548205,ortholog_one2one,1,100.00
ENSG00000109158,ENSG00000109158.11,46918900,46993581,4,GABRA4,ENSMUSG00000029211,Gabra4,5,71569749,71658308,ortholog_one2one,1,100.00
ENSG00000163288,ENSG00000163288.14,46993723,47426447,4,GABRB1,ENSMUSG00000029212,Gabrb1,5,71658113,72149037,ortholog_one2one,1,100.00
ENSG00000169019,ENSG00000169019.11,47450787,47463702,4,COMMD8,ENSMUSG00000029213,Commd8,5,72156575,72168189,ortholog_one2one,1,100.00
ENSG00000145246,ENSG00000145246.14,47485275,47593486,4,ATP10D,ENSMUSG00000046808,Atp10d,5,72203329,72298775,ortholog_one2one,0,100.00
ENSG00000145244,ENSG00000145244.12,47593999,47838106,4,CORIN,ENSMUSG00000005220,Corin,5,72300025,72504473,ortholog_one2one,1,100.00
ENSG00000170448,ENSG00000170448.12,47847233,47914667,4,NFXL1,ENSMUSG00000072889,Nfxl1,5,72513301,72559684,ortholog_one2one,1,100.00
ENSG00000163293,ENSG00000163293.12,47914142,48040173,4,NIPAL1,ENSMUSG00000067219,Nipal1,5,72647795,72671078,ortholog_one2one,1,100.00
ENSG00000198515,ENSG00000198515.15,47935977,48016681,4,CNGA1,ENSMUSG00000067220,Cnga1,5,72603696,72644275,ortholog_one2one,1,100.00
ENSG00000074966,ENSG00000074966.11,48066393,48134250,4,TXK,ENSMUSG00000054892,Txk,5,72695978,72752777,ortholog_one2one,1,100.00
ENSG00000283499,ENSG00000283499.1,48109353,48109410,4,AC079118.2,ENSMUSG00000064904,Gm25404,3,55548446,55548552,ortholog_one2one,0,
ENSG00000135605,ENSG00000135605.13,48135783,48269838,4,TEC,ENSMUSG00000029217,Tec,5,72755716,72868483,ortholog_one2one,1,100.00
ENSG00000109171,ENSG00000109171.15,48341529,48426201,4,SLAIN2,ENSMUSG00000036087,Slain2,5,72914304,72978829,ortholog_one2one,1,100.00
ENSG00000145248,ENSG00000145248.7,48483343,48489526,4,SLC10A4,ENSMUSG00000029219,Slc10a4,5,73006883,73012955,ortholog_one2many,1,100.00
ENSG00000145248,ENSG00000145248.7,48483343,48489526,4,SLC10A4,ENSMUSG00000060204,Slc10a4l,5,72581638,72587551,ortholog_one2many,0,0.00
ENSG00000182223,ENSG00000182223.7,48490252,48494389,4,ZAR1,ENSMUSG00000063935,Zar1,5,72576806,72581254,ortholog_one2one,0,5.90
ENSG00000075539,ENSG00000075539.15,48497357,48780322,4,FRYL,ENSMUSG00000070733,Fryl,5,73019987,73256619,ortholog_one2one,1,100.00
ENSG00000109180,ENSG00000109180.14,48805212,48861817,4,OCIAD1,ENSMUSG00000029152,Ociad1,5,73292784,73314069,ortholog_one2one,1,100.00
ENSG00000145247,ENSG00000145247.12,48885019,48906937,4,OCIAD2,ENSMUSG00000029153,Ociad2,5,73322199,73341028,ortholog_one2one,1,100.00
ENSG00000109182,ENSG00000109182.12,48986275,49062081,4,CWH43,ENSMUSG00000029154,Cwh43,5,73406075,73453435,ortholog_one2one,1,100.00
ENSG00000109184,ENSG00000109184.15,51843000,51916837,4,DCUN1D4,ENSMUSG00000051674,Dcun1d4,5,73481000,73560794,ortholog_one2one,1,98.46
ENSG00000188993,ENSG00000188993.3,51993702,52017620,4,LRRC66,ENSMUSG00000067206,Lrrc66,5,73606642,73632526,ortholog_one2one,0,100.00
ENSG00000163069,ENSG00000163069.13,52020706,52038299,4,SGCB,ENSMUSG00000029156,Sgcb,5,73632749,73647790,ortholog_one2one,1,100.00
ENSG00000163071,ENSG00000163071.11,52051304,52097299,4,SPATA18,ENSMUSG00000029155,Spata18,5,73651379,73679512,ortholog_one2one,1,100.00
ENSG00000109189,ENSG00000109189.13,52590960,52659301,4,USP46,ENSMUSG00000054814,Usp46,5,73998453,74068431,ortholog_one2one,1,100.00
ENSG00000128045,ENSG00000128045.7,52862317,52866835,4,RASL11B,ENSMUSG00000049907,Rasl11b,5,74195286,74199481,ortholog_one2one,1,100.00
ENSG00000184178,ENSG00000184178.16,52872982,53366066,4,SCFD2,ENSMUSG00000062110,Scfd2,5,74204816,74531759,ortholog_one2one,1,100.00
ENSG00000207385,ENSG00000207385.1,53265461,53265567,4,RNU6-310P,ENSMUSG00000089071,Gm24499,12,69152274,69152377,ortholog_one2many,0,
ENSG00000072201,ENSG00000072201.14,53459301,53701405,4,LNX1,ENSMUSG00000029228,Lnx1,5,74592447,74702912,ortholog_one2one,1,100.00
ENSG00000109220,ENSG00000109220.11,54009789,54064605,4,CHIC2,ENSMUSG00000029229,Chic2,5,74997988,75044774,ortholog_one2one,1,100.00
ENSG00000180613,ENSG00000180613.11,54099523,54102498,4,GSX2,ENSMUSG00000035946,Gsx2,5,75075601,75077893,ortholog_one2one,1,100.00
ENSG00000134853,ENSG00000134853.12,54229280,54298245,4,PDGFRA,ENSMUSG00000029231,Pdgfra,5,75152292,75198215,ortholog_one2one,1,100.00
ENSG00000157404,ENSG00000157404.16,54657918,54740715,4,KIT,ENSMUSG00000005672,Kit,5,75574916,75656722,ortholog_one2one,1,100.00
ENSG00000252815,ENSG00000252815.1,55031965,55032071,4,RNU6-410P,ENSMUSG00000089293,Gm23210,16,92042677,92042774,ortholog_one2many,1,
ENSG00000128052,ENSG00000128052.10,55078481,55125595,4,KDR,ENSMUSG00000062960,Kdr,5,75932827,75978458,ortholog_one2one,1,100.00
ENSG00000128039,ENSG00000128039.11,55346242,55373100,4,SRD5A3,ENSMUSG00000029233,Srd5a3,5,76140271,76155504,ortholog_one2one,1,98.94
ENSG00000134851,ENSG00000134851.13,55395957,55453397,4,TMEM165,ENSMUSG00000029234,Tmem165,5,76183880,76209245,ortholog_one2one,1,100.00
ENSG00000134852,ENSG00000134852.15,55427903,55546909,4,CLOCK,ENSMUSG00000029238,Clock,5,76209868,76304792,ortholog_one2one,1,100.00
ENSG00000163440,ENSG00000163440.12,55556519,55592245,4,PDCL2,ENSMUSG00000029235,Pdcl2,5,76312115,76331156,ortholog_one2one,1,100.00
ENSG00000109255,ENSG00000109255.11,55595229,55636698,4,NMU,ENSMUSG00000029236,Nmu,5,76333495,76363788,ortholog_one2one,1,100.00
ENSG00000251923,ENSG00000251923.1,55798636,55798731,4,RNU6-276P,ENSMUSG00000088804,Gm24076,18,46473931,46474024,ortholog_one2one,0,
ENSG00000250821,ENSG00000250821.3,55819790,55837489,4,EXOC1L,ENSMUSG00000091204,Gm7271,5,76484040,76516649,ortholog_one2one,1,100.00
ENSG00000090989,ENSG00000090989.18,55853648,55905086,4,EXOC1,ENSMUSG00000036435,Exoc1,5,76529311,76570294,ortholog_one2one,1,100.00
ENSG00000174799,ENSG00000174799.11,55948871,56033361,4,CEP135,ENSMUSG00000036403,Cep135,5,76588698,76646466,ortholog_one2one,1,100.00
ENSG00000109265,ENSG00000109265.14,56049073,56328625,4,CRACD,ENSMUSG00000036377,C530008M17Rik,5,76656512,76873554,ortholog_one2one,1,100.00
ENSG00000157426,ENSG00000157426.14,56338287,56387508,4,AASDH,ENSMUSG00000055923,Aasdh,5,76873659,76905514,ortholog_one2one,1,100.00
ENSG00000128059,ENSG00000128059.8,56393362,56435615,4,PPAT,ENSMUSG00000029246,Ppat,5,76913249,76951578,ortholog_one2one,1,96.58
ENSG00000128050,ENSG00000128050.9,56435741,56464578,4,PAICS,ENSMUSG00000029247,Paics,5,76951307,76967509,ortholog_one2one,1,99.33
ENSG00000174780,ENSG00000174780.17,56467617,56503681,4,SRP72,ENSMUSG00000036323,Srp72,5,76974683,76999937,ortholog_one2one,1,98.79
ENSG00000196503,ENSG00000196503.5,56505209,56524959,4,ARL9,ENSMUSG00000063820,Arl9,5,77004055,77010606,ortholog_one2one,0,83.65
ENSG00000249693,ENSG00000249693.3,56530606,56603507,4,THEGL,ENSMUSG00000029248,Thegl,5,77016023,77061529,ortholog_one2one,1,100.00
ENSG00000171476,ENSG00000171476.22,56647988,56681899,4,HOPX,ENSMUSG00000059325,Hopx,5,77086988,77115121,ortholog_one2one,0,100.00
ENSG00000128040,ENSG00000128040.11,56809860,56821742,4,SPINK2,ENSMUSG00000053030,Spink2,5,77205107,77211471,ortholog_one2one,0,100.00
ENSG00000084093,ENSG00000084093.19,56907876,56966808,4,REST,ENSMUSG00000029249,Rest,5,77265491,77286432,ortholog_one2one,1,100.00
ENSG00000084092,ENSG00000084092.7,56963350,56977606,4,NOA1,ENSMUSG00000036285,Noa1,5,77294182,77310084,ortholog_one2one,1,100.00
ENSG00000047315,ENSG00000047315.17,56977722,57031158,4,POLR2B,ENSMUSG00000029250,Polr2b,5,77310147,77349324,ortholog_one2one,1,100.00
ENSG00000163453,ENSG00000163453.11,57030773,57110385,4,IGFBP7,ENSMUSG00000036256,Igfbp7,5,77349240,77408041,ortholog_one2one,1,98.81
ENSG00000201775,ENSG00000201775.1,59834063,59834167,4,RNU6-1325P,ENSMUSG00000065313,Gm26062,7,18549085,18549191,ortholog_one2one,1,
ENSG00000150471,ENSG00000150471.16,61201258,62078335,4,ADGRL3,ENSMUSG00000037605,Adgrl3,5,81020138,81825133,ortholog_one2one,1,100.00
ENSG00000205678,ENSG00000205678.8,64275257,64409468,4,TECRL,ENSMUSG00000049537,Tecrl,5,83278145,83355195,ortholog_one2one,1,100.00
ENSG00000145242,ENSG00000145242.13,65319563,65670495,4,EPHA5,ENSMUSG00000029245,Epha5,5,84054761,84417382,ortholog_one2one,1,100.00
ENSG00000222765,ENSG00000222765.1,65807240,65807435,4,RNU2-40P,ENSMUSG00000088152,Gm25572,3,58978855,58979026,ortholog_one2one,0,
ENSG00000252890,ENSG00000252890.1,66897262,66897371,4,RNU6-699P,ENSMUSG00000065261,Gm23452,2,80984083,80984189,ortholog_one2many,1,
ENSG00000206629,ENSG00000206629.1,67429591,67429754,4,RNU1-63P,ENSMUSG00000065845,Gm25189,2,117248271,117248434,ortholog_one2many,0,
ENSG00000206629,ENSG00000206629.1,67429591,67429754,4,RNU1-63P,ENSMUSG00000096391,Gm23686,3,18177462,18177625,ortholog_one2many,0,
ENSG00000206629,ENSG00000206629.1,67429591,67429754,4,RNU1-63P,ENSMUSG00000064522,Gm26442,3,66088109,66088261,ortholog_one2many,0,
ENSG00000206629,ENSG00000206629.1,67429591,67429754,4,RNU1-63P,ENSMUSG00000065770,Gm22155,6,6924118,6924279,ortholog_one2many,0,
ENSG00000274759,ENSG00000274759.1,67439992,67440118,4,RNA5SP527,ENSMUSG00000089259,Gm25712,7,96863287,96863379,ortholog_one2one,0,
ENSG00000145241,ENSG00000145241.11,67468762,67545503,4,CENPC,ENSMUSG00000029253,Cenpc1,5,86012024,86065583,ortholog_one2one,0,98.80
ENSG00000035720,ENSG00000035720.8,67558727,67607337,4,STAP1,ENSMUSG00000029254,Stap1,5,86071746,86106125,ortholog_one2one,1,100.00
ENSG00000033178,ENSG00000033178.13,67612652,67701155,4,UBA6,ENSMUSG00000035898,Uba6,5,86109287,86172803,ortholog_one2one,1,100.00
ENSG00000109163,ENSG00000109163.7,67737118,67754388,4,GNRHR,ENSMUSG00000029255,Gnrhr,5,86180754,86197901,ortholog_one2one,1,100.00
ENSG00000153802,ENSG00000153802.12,67820876,67884002,4,TMPRSS11D,ENSMUSG00000061259,Tmprss11d,5,86302217,86373420,ortholog_one2one,1,100.00
ENSG00000187054,ENSG00000187054.15,67909385,67964140,4,TMPRSS11A,ENSMUSG00000072845,Tmprss11a,5,86410410,86468990,ortholog_one2one,1,99.17
ENSG00000198092,ENSG00000198092.6,68053198,68129869,4,TMPRSS11F,ENSMUSG00000048764,Tmprss11f,5,86521898,86632424,ortholog_one2one,1,100.00
ENSG00000083896,ENSG00000083896.13,68310387,68350090,4,YTHDC1,ENSMUSG00000035851,Ythdc1,5,86804221,86836659,ortholog_one2one,1,100.00
ENSG00000087128,ENSG00000087128.10,68447463,68497604,4,TMPRSS11E,ENSMUSG00000054537,Tmprss11e,5,86705186,86745815,ortholog_one2one,1,100.00
ENSG00000135220,ENSG00000135220.11,68928463,68951804,4,UGT2A3,ENSMUSG00000035780,Ugt2a3,5,87324972,87337195,ortholog_one2one,0,55.63
ENSG00000173610,ENSG00000173610.12,69588417,69653249,4,UGT2A1,ENSMUSG00000107180,Gm43638,5,87460240,87486806,ortholog_one2many,1,100.00
ENSG00000173610,ENSG00000173610.12,69588417,69653249,4,UGT2A1,ENSMUSG00000106677,Ugt2a1,5,87459490,87490871,ortholog_one2many,1,100.00
ENSG00000271271,ENSG00000271271.6,69588417,69639642,4,UGT2A2,ENSMUSG00000029268,Ugt2a2,5,87459490,87482260,ortholog_one2one,1,100.00
ENSG00000173597,ENSG00000173597.9,69721167,69787961,4,SULT1B1,ENSMUSG00000029269,Sult1b1,5,87513339,87538195,ortholog_one2one,1,100.00
ENSG00000284695,ENSG00000284695.1,69810780,69847786,4,AC108941.2,ENSMUSG00000029272,Sult1e1,5,87575969,87591594,ortholog_one2many,0,74.98
ENSG00000109193,ENSG00000109193.12,69841212,69860145,4,SULT1E1,ENSMUSG00000029272,Sult1e1,5,87575969,87591594,ortholog_one2many,1,100.00
ENSG00000126545,ENSG00000126545.14,69931068,69946574,4,CSN1S1,ENSMUSG00000070702,Csn1s1,5,87666208,87682578,ortholog_one2one,0,94.72
ENSG00000135222,ENSG00000135222.6,69955256,69961007,4,CSN2,ENSMUSG00000063157,Csn2,5,87692624,87699630,ortholog_one2one,0,100.00
ENSG00000187533,ENSG00000187533.14,70133616,70176799,4,PRR27,ENSMUSG00000002240,Prr27,5,87825686,87846387,ortholog_one2one,0,89.70
ENSG00000109205,ENSG00000109205.16,70196496,70204576,4,ODAM,ENSMUSG00000009580,Odam,5,87885029,87894174,ortholog_one2one,1,100.00
ENSG00000171209,ENSG00000171209.3,70242588,70251428,4,CSN3,ENSMUSG00000001622,Csn3,5,87925579,87932665,ortholog_one2one,0,98.47
ENSG00000145309,ENSG00000145309.6,70334981,70337116,4,CABS1,ENSMUSG00000007907,Cabs1,5,87979439,87981544,ortholog_one2one,1,100.00
ENSG00000187689,ENSG00000187689.10,70518569,70532743,4,AMTN,ENSMUSG00000029282,Amtn,5,88376108,88385916,ortholog_one2one,1,100.00
ENSG00000178522,ENSG00000178522.14,70592256,70607288,4,AMBN,ENSMUSG00000029288,Ambn,5,88455991,88468531,ortholog_one2one,1,99.67
ENSG00000132464,ENSG00000132464.13,70628744,70646824,4,ENAM,ENSMUSG00000029286,Enam,5,88487975,88506049,ortholog_one2one,1,96.92
ENSG00000132465,ENSG00000132465.12,70655541,70681817,4,JCHAIN,ENSMUSG00000067149,Jchain,5,88519809,88527891,ortholog_one2one,1,100.00
ENSG00000132467,ENSG00000132467.4,70688532,70690551,4,UTP3,ENSMUSG00000070697,Utp3,5,88554462,88556090,ortholog_one2one,1,100.00
ENSG00000207448,ENSG00000207448.1,70701755,70701858,4,RNU6-520P,ENSMUSG00000087938,Gm26049,4,41312091,41312198,ortholog_one2one,1,
ENSG00000018189,ENSG00000018189.13,70704204,70808619,4,RUFY3,ENSMUSG00000029291,Rufy3,5,88565040,88651392,ortholog_one2one,1,100.00
ENSG00000132463,ENSG00000132463.14,70815783,70839897,4,GRSF1,ENSMUSG00000044221,Grsf1,5,88659448,88676171,ortholog_one2one,1,100.00
ENSG00000283313,ENSG00000283313.1,70848136,70848218,4,AC021989.1,ENSMUSG00000065235,Gm22974,5,80893654,80893756,ortholog_one2many,0,
ENSG00000173542,ENSG00000173542.9,70902326,71022449,4,MOB1B,ENSMUSG00000006262,Mob1b,5,88720855,88764220,ortholog_one2one,1,100.00
ENSG00000156136,ENSG00000156136.10,70992538,71030914,4,DCK,ENSMUSG00000029366,Dck,5,88764996,88783281,ortholog_one2one,1,100.00
ENSG00000080493,ENSG00000080493.17,71062667,71572087,4,SLC4A4,ENSMUSG00000060961,Slc4a4,5,88886486,89239653,ortholog_one2one,1,100.00
ENSG00000145321,ENSG00000145321.13,71741696,71804041,4,GC,ENSMUSG00000035540,Gc,5,89417522,89457898,ortholog_one2one,1,99.56
ENSG00000056291,ENSG00000056291.17,72031804,72148067,4,NPFFR2,ENSMUSG00000035528,Npffr2,5,89527429,89583740,ortholog_one2one,1,100.00
